"Imbalance settlement period (CET/CEST)","+ Imbalance Price [EUR/MWh] - SCA|FR","+ Scarcity [EUR/MWh] - SCA|FR","+ Incentive [EUR/MWh] - SCA|FR","+ Financial Neutrality [EUR/MWh] - SCA|FR","- Imbalance Price [EUR/MWh] - SCA|FR","- Scarcity [EUR/MWh] - SCA|FR","- Incentive [EUR/MWh] - SCA|FR","- Financial Neutrality [EUR/MWh] - SCA|FR","Currency","Status","Total Imbalance [MWh] - SCA|FR","Difference","Situation","Status"
"22.09.2022 03:30 - 22.09.2022 04:00","307.33","","","","339.68","","","","EUR","Estimated","40","","Surplus","Final"
"22.09.2022 04:00 - 22.09.2022 04:30","306.42","","","","338.68","","","","EUR","Estimated","182","","Surplus","Final"
"22.09.2022 04:30 - 22.09.2022 05:00","306.09","","","","338.31","","","","EUR","Estimated","264","","Surplus","Final"
"22.09.2022 05:00 - 22.09.2022 05:30","326.51","","","","360.87","","","","EUR","Estimated","358","","Surplus","Final"
"22.09.2022 05:30 - 22.09.2022 06:00","314.70","","","","347.82","","","","EUR","Estimated","77","","Surplus","Final"
"22.09.2022 06:00 - 22.09.2022 06:30","347.23","","","","383.79","","","","EUR","Estimated","227","","Surplus","Final"
"22.09.2022 06:30 - 22.09.2022 07:00","459.76","","","","508.16","","","","EUR","Estimated","292","","Deficit","Final"
"22.09.2022 07:00 - 22.09.2022 07:30","315.55","","","","348.77","","","","EUR","Estimated","35","","Surplus","Final"
"22.09.2022 07:30 - 22.09.2022 08:00","509.23","","","","562.83","","","","EUR","Estimated","47","","Surplus","Final"
"22.09.2022 08:00 - 22.09.2022 08:30","457.15","","","","505.27","","","","EUR","Estimated","304","","Deficit","Final"
"22.09.2022 08:30 - 22.09.2022 09:00","486.15","","","","537.33","","","","EUR","Estimated","149","","Surplus","Final"
"22.09.2022 09:00 - 22.09.2022 09:30","438.74","","","","484.92","","","","EUR","Estimated","178","","Deficit","Final"
"22.09.2022 09:30 - 22.09.2022 10:00","425.95","","","","470.79","","","","EUR","Estimated","25","","Surplus","Final"
"22.09.2022 10:00 - 22.09.2022 10:30","372.82","","","","412.06","","","","EUR","Estimated","60","","Surplus","Final"
"22.09.2022 10:30 - 22.09.2022 11:00","372.82","","","","412.06","","","","EUR","Estimated","376","","Surplus","Final"
"22.09.2022 11:00 - 22.09.2022 11:30","389.50","","","","430.50","","","","EUR","Estimated","122","","Surplus","Final"
"22.09.2022 11:30 - 22.09.2022 12:00","257.45","","","","284.55","","","","EUR","Estimated","48","","Surplus","Final"
"22.09.2022 12:00 - 22.09.2022 12:30","337.41","","","","372.93","","","","EUR","Estimated","394","","Surplus","Final"
"22.09.2022 12:30 - 22.09.2022 13:00","337.41","","","","372.93","","","","EUR","Estimated","118","","Surplus","Final"
"22.09.2022 13:00 - 22.09.2022 13:30","339.78","","","","375.54","","","","EUR","Estimated","392","","Surplus","Final"
"22.09.2022 13:30 - 22.09.2022 14:00","339.78","","","","375.54","","","","EUR","Estimated","391","","Surplus","Final"
"22.09.2022 14:00 - 22.09.2022 14:30","349.93","","","","386.77","","","","EUR","Estimated","156","","Surplus","Final"
"22.09.2022 14:30 - 22.09.2022 15:00","349.93","","","","386.77","","","","EUR","Estimated","374","","Surplus","Final"
"22.09.2022 15:00 - 22.09.2022 15:30","347.47","","","","384.05","","","","EUR","Estimated","87","","Surplus","Final"
"22.09.2022 15:30 - 22.09.2022 16:00","331.06","","","","365.90","","","","EUR","Estimated","233","","Surplus","Final"
"22.09.2022 16:00 - 22.09.2022 16:30","321.59","","","","355.45","","","","EUR","Estimated","206","","Surplus","Final"
"22.09.2022 16:30 - 22.09.2022 17:00","330.85","","","","365.67","","","","EUR","Estimated","156","","Surplus","Final"
"22.09.2022 17:00 - 22.09.2022 17:30","352.38","","","","389.48","","","","EUR","Estimated","770","","Surplus","Final"
"22.09.2022 17:30 - 22.09.2022 18:00","331.77","","","","366.69","","","","EUR","Estimated","448","","Surplus","Final"
"22.09.2022 18:00 - 22.09.2022 18:30","345.51","","","","381.87","","","","EUR","Estimated","772","","Surplus","Final"
"22.09.2022 18:30 - 22.09.2022 19:00","385.16","","","","425.70","","","","EUR","Estimated","66","","Surplus","Final"
"22.09.2022 19:00 - 22.09.2022 19:30","570.00","","","","630.00","","","","EUR","Estimated","128","","Deficit","Final"
"22.09.2022 19:30 - 22.09.2022 20:00","570.00","","","","630.00","","","","EUR","Estimated","73","","Deficit","Final"
"22.09.2022 20:00 - 22.09.2022 20:30","541.25","","","","598.23","","","","EUR","Estimated","768","","Deficit","Final"
"22.09.2022 20:30 - 22.09.2022 21:00","764.23","","","","844.67","","","","EUR","Estimated","208","","Deficit","Final"
"22.09.2022 21:00 - 22.09.2022 21:30","790.88","","","","874.14","","","","EUR","Estimated","485","","Deficit","Final"
"22.09.2022 21:30 - 22.09.2022 22:00","397.46","","","","439.30","","","","EUR","Estimated","12","","Surplus","Final"
"22.09.2022 22:00 - 22.09.2022 22:30","701.19","","","","774.99","","","","EUR","Estimated","316","","Deficit","Final"
"22.09.2022 22:30 - 22.09.2022 23:00","617.25","","","","682.23","","","","EUR","Estimated","921","","Deficit","Final"
"22.09.2022 23:00 - 22.09.2022 23:30","529.40","","","","585.12","","","","EUR","Estimated","154","","Deficit","Final"
"22.09.2022 23:30 - 23.09.2022 00:00","359.76","","","","397.62","","","","EUR","Estimated","55","","Surplus","Final"
"23.09.2022 00:00 - 23.09.2022 00:30","365.39","","","","403.85","","","","EUR","Estimated","192","","Deficit","Final"
"23.09.2022 00:30 - 23.09.2022 01:00","204.13","","","","225.61","","","","EUR","Estimated","417","","Surplus","Final"
"23.09.2022 01:00 - 23.09.2022 01:30","128.18","","","","141.68","","","","EUR","Estimated","0","","Balanced","Final"
"23.09.2022 01:30 - 23.09.2022 02:00","123.56","","","","136.56","","","","EUR","Estimated","78","","Surplus","Final"
"23.09.2022 02:00 - 23.09.2022 02:30","296.95","","","","328.21","","","","EUR","Estimated","240","","Deficit","Final"
"23.09.2022 02:30 - 23.09.2022 03:00","296.95","","","","328.21","","","","EUR","Estimated","46","","Deficit","Final"
"23.09.2022 03:00 - 23.09.2022 03:30","285.46","","","","315.50","","","","EUR","Estimated","38","","Deficit","Final"
"23.09.2022 03:30 - 23.09.2022 04:00","155.74","","","","172.14","","","","EUR","Estimated","15","","Surplus","Final"
"23.09.2022 04:00 - 23.09.2022 04:30","396.74","","","","438.50","","","","EUR","Estimated","21","","Deficit","Final"
"23.09.2022 04:30 - 23.09.2022 05:00","287.96","","","","318.28","","","","EUR","Estimated","76","","Surplus","Final"
"23.09.2022 05:00 - 23.09.2022 05:30","299.44","","","","330.96","","","","EUR","Estimated","128","","Surplus","Final"
"23.09.2022 05:30 - 23.09.2022 06:00","403.49","","","","445.97","","","","EUR","Estimated","12","","Deficit","Final"
"23.09.2022 06:00 - 23.09.2022 06:30","338.58","","","","374.22","","","","EUR","Estimated","460","","Surplus","Final"
"23.09.2022 06:30 - 23.09.2022 07:00","513.81","","","","567.89","","","","EUR","Estimated","240","","Deficit","Final"
"23.09.2022 07:00 - 23.09.2022 07:30","434.37","","","","480.09","","","","EUR","Estimated","109","","Deficit","Final"
"23.09.2022 07:30 - 23.09.2022 08:00","439.61","","","","485.89","","","","EUR","Estimated","129","","Deficit","Final"
"23.09.2022 08:00 - 23.09.2022 08:30","449.93","","","","497.29","","","","EUR","Estimated","11","","Deficit","Final"
"23.09.2022 08:30 - 23.09.2022 09:00","449.93","","","","497.29","","","","EUR","Estimated","84","","Deficit","Final"
"23.09.2022 09:00 - 23.09.2022 09:30","444.13","","","","490.88","","","","EUR","Estimated","118","","Surplus","Final"
"23.09.2022 09:30 - 23.09.2022 10:00","444.13","","","","490.88","","","","EUR","Estimated","95","","Surplus","Final"
"23.09.2022 10:00 - 23.09.2022 10:30","386.49","","","","427.17","","","","EUR","Estimated","1","","Deficit","Final"
"23.09.2022 10:30 - 23.09.2022 11:00","386.49","","","","427.17","","","","EUR","Estimated","202","","Surplus","Final"
"23.09.2022 11:00 - 23.09.2022 11:30","343.18","","","","379.30","","","","EUR","Estimated","306","","Surplus","Final"
"23.09.2022 11:30 - 23.09.2022 12:00","307.72","","","","340.12","","","","EUR","Estimated","183","","Surplus","Final"
"23.09.2022 12:00 - 23.09.2022 12:30","281.25","","","","310.85","","","","EUR","Estimated","196","","Surplus","Final"
"23.09.2022 12:30 - 23.09.2022 13:00","281.96","","","","311.64","","","","EUR","Estimated","87","","Surplus","Final"
"23.09.2022 13:00 - 23.09.2022 13:30","254.94","","","","281.78","","","","EUR","Estimated","348","","Surplus","Final"
"23.09.2022 13:30 - 23.09.2022 14:00","254.94","","","","281.78","","","","EUR","Estimated","375","","Surplus","Final"
"23.09.2022 14:00 - 23.09.2022 14:30","413.12","","","","456.60","","","","EUR","Estimated","256","","Deficit","Final"
"23.09.2022 14:30 - 23.09.2022 15:00","428.96","","","","474.12","","","","EUR","Estimated","157","","Deficit","Final"
"23.09.2022 15:00 - 23.09.2022 15:30","422.13","","","","466.57","","","","EUR","Estimated","492","","Deficit","Final"
"23.09.2022 15:30 - 23.09.2022 16:00","415.87","","","","459.65","","","","EUR","Estimated","391","","Deficit","Final"
"23.09.2022 16:00 - 23.09.2022 16:30","390.67","","","","431.79","","","","EUR","Estimated","59","","Surplus","Final"
"23.09.2022 16:30 - 23.09.2022 17:00","373.92","","","","413.28","","","","EUR","Estimated","140","","Surplus","Final"
"23.09.2022 17:00 - 23.09.2022 17:30","375.72","","","","415.26","","","","EUR","Estimated","352","","Surplus","Final"
"23.09.2022 17:30 - 23.09.2022 18:00","400.66","","","","442.84","","","","EUR","Estimated","271","","Deficit","Final"
"23.09.2022 18:00 - 23.09.2022 18:30","377.76","","","","417.52","","","","EUR","Estimated","199","","Surplus","Final"
"23.09.2022 18:30 - 23.09.2022 19:00","501.26","","","","554.02","","","","EUR","Estimated","119","","Deficit","Final"
"23.09.2022 19:00 - 23.09.2022 19:30","461.10","","","","509.64","","","","EUR","Estimated","96","","Deficit","Final"
"23.09.2022 19:30 - 23.09.2022 20:00","497.49","","","","549.85","","","","EUR","Estimated","28","","Deficit","Final"
"23.09.2022 20:00 - 23.09.2022 20:30","639.01","","","","706.27","","","","EUR","Estimated","392","","Deficit","Final"
"23.09.2022 20:30 - 23.09.2022 21:00","428.22","","","","473.30","","","","EUR","Estimated","117","","Surplus","Final"
"23.09.2022 21:00 - 23.09.2022 21:30","386.28","","","","426.94","","","","EUR","Estimated","221","","Surplus","Final"
"23.09.2022 21:30 - 23.09.2022 22:00","376.18","","","","415.78","","","","EUR","Estimated","569","","Surplus","Final"
"23.09.2022 22:00 - 23.09.2022 22:30","376.22","","","","415.82","","","","EUR","Estimated","172","","Surplus","Final"
"23.09.2022 22:30 - 23.09.2022 23:00","377.06","","","","416.75","","","","EUR","Estimated","9","","Surplus","Final"
"23.09.2022 23:00 - 23.09.2022 23:30","377.33","","","","417.05","","","","EUR","Estimated","247","","Surplus","Final"
"23.09.2022 23:30 - 24.09.2022 00:00","377.33","","","","417.05","","","","EUR","Estimated","447","","Surplus","Final"
"24.09.2022 00:00 - 24.09.2022 00:30","468.43","","","","517.73","","","","EUR","Estimated","285","","Deficit","Final"
"24.09.2022 00:30 - 24.09.2022 01:00","359.04","","","","396.84","","","","EUR","Estimated","167","","Surplus","Final"
"24.09.2022 01:00 - 24.09.2022 01:30","326.91","","","","361.33","","","","EUR","Estimated","272","","Deficit","Final"
"24.09.2022 01:30 - 24.09.2022 02:00","363.44","","","","401.70","","","","EUR","Estimated","372","","Deficit","Intermediate"
"24.09.2022 02:00 - 24.09.2022 02:30","296.43","","","","327.63","","","","EUR","Estimated","269","","Deficit","Final"
"24.09.2022 02:30 - 24.09.2022 03:00","325.61","","","","359.89","","","","EUR","Estimated","256","","Deficit","Final"
"24.09.2022 03:00 - 24.09.2022 03:30","339.71","","","","375.47","","","","EUR","Estimated","281","","Deficit","Intermediate"
"24.09.2022 03:30 - 24.09.2022 04:00","360.94","","","","398.94","","","","EUR","Estimated","59","","Deficit","Final"
"24.09.2022 04:00 - 24.09.2022 04:30","290.98","","","","321.60","","","","EUR","Estimated","294","","Deficit","Final"
"24.09.2022 04:30 - 24.09.2022 05:00","290.98","","","","321.60","","","","EUR","Estimated","18","","Surplus","Final"
"24.09.2022 05:00 - 24.09.2022 05:30","301.40","","","","333.12","","","","EUR","Estimated","70","","Deficit","Final"
"24.09.2022 05:30 - 24.09.2022 06:00","301.40","","","","333.12","","","","EUR","Estimated","87","","Deficit","Final"
"24.09.2022 06:00 - 24.09.2022 06:30","290.99","","","","321.62","","","","EUR","Estimated","155","","Surplus","Final"
"24.09.2022 06:30 - 24.09.2022 07:00","290.99","","","","321.62","","","","EUR","Estimated","79","","Surplus","Final"
"24.09.2022 07:00 - 24.09.2022 07:30","290.99","","","","321.62","","","","EUR","Estimated","302","","Surplus","Final"
"24.09.2022 07:30 - 24.09.2022 08:00","292.03","","","","322.77","","","","EUR","Estimated","259","","Surplus","Final"
"24.09.2022 08:00 - 24.09.2022 08:30","306.53","","","","338.79","","","","EUR","Estimated","409","","Surplus","Final"
"24.09.2022 08:30 - 24.09.2022 09:00","353.39","","","","390.59","","","","EUR","Estimated","180","","Surplus","Final"
"24.09.2022 09:00 - 24.09.2022 09:30","356.73","","","","394.28","","","","EUR","Estimated","286","","Surplus","Final"
"24.09.2022 09:30 - 24.09.2022 10:00","299.14","","","","330.62","","","","EUR","Estimated","154","","Surplus","Final"
"24.09.2022 10:00 - 24.09.2022 10:30","351.43","","","","388.43","","","","EUR","Estimated","236","","Surplus","Final"
"24.09.2022 10:30 - 24.09.2022 11:00","351.43","","","","388.43","","","","EUR","Estimated","478","","Surplus","Final"
"24.09.2022 11:00 - 24.09.2022 11:30","345.32","","","","381.66","","","","EUR","Estimated","254","","Surplus","Final"
"24.09.2022 11:30 - 24.09.2022 12:00","345.32","","","","381.66","","","","EUR","Estimated","35","","Deficit","Final"
"24.09.2022 12:00 - 24.09.2022 12:30","330.56","","","","365.36","","","","EUR","Estimated","67","","Surplus","Final"
"24.09.2022 12:30 - 24.09.2022 13:00","400.67","","","","442.85","","","","EUR","Estimated","279","","Deficit","Final"
"24.09.2022 13:00 - 24.09.2022 13:30","376.75","","","","416.41","","","","EUR","Estimated","143","","Deficit","Final"
"24.09.2022 13:30 - 24.09.2022 14:00","283.38","","","","313.20","","","","EUR","Estimated","254","","Surplus","Final"
"24.09.2022 14:00 - 24.09.2022 14:30","284.05","","","","313.95","","","","EUR","Estimated","214","","Surplus","Final"
"24.09.2022 14:30 - 24.09.2022 15:00","286.80","","","","316.98","","","","EUR","Estimated","435","","Surplus","Final"
"24.09.2022 15:00 - 24.09.2022 15:30","291.55","","","","322.23","","","","EUR","Estimated","193","","Surplus","Final"
"24.09.2022 15:30 - 24.09.2022 16:00","293.27","","","","324.15","","","","EUR","Estimated","323","","Surplus","Final"
"24.09.2022 16:00 - 24.09.2022 16:30","291.99","","","","322.73","","","","EUR","Estimated","189","","Surplus","Final"
"24.09.2022 16:30 - 24.09.2022 17:00","290.99","","","","321.63","","","","EUR","Estimated","128","","Surplus","Final"
"24.09.2022 17:00 - 24.09.2022 17:30","290.57","","","","321.15","","","","EUR","Estimated","408","","Surplus","Final"
"24.09.2022 17:30 - 24.09.2022 18:00","373.70","","","","413.04","","","","EUR","Estimated","117","","Deficit","Final"
"24.09.2022 18:00 - 24.09.2022 18:30","380.03","","","","420.03","","","","EUR","Estimated","329","","Surplus","Final"
"24.09.2022 18:30 - 24.09.2022 19:00","390.10","","","","431.16","","","","EUR","Estimated","31","","Surplus","Final"
"24.09.2022 19:00 - 24.09.2022 19:30","418.74","","","","462.82","","","","EUR","Estimated","670","","Surplus","Final"
"24.09.2022 19:30 - 24.09.2022 20:00","418.74","","","","462.82","","","","EUR","Estimated","443","","Surplus","Final"
"24.09.2022 20:00 - 24.09.2022 20:30","392.72","","","","434.06","","","","EUR","Estimated","338","","Surplus","Final"
"24.09.2022 20:30 - 24.09.2022 21:00","392.72","","","","434.06","","","","EUR","Estimated","595","","Surplus","Final"
"24.09.2022 21:00 - 24.09.2022 21:30","142.63","","","","157.65","","","","EUR","Estimated","459","","Surplus","Final"
"24.09.2022 21:30 - 24.09.2022 22:00","206.54","","","","228.28","","","","EUR","Estimated","660","","Surplus","Final"
"24.09.2022 22:00 - 24.09.2022 22:30","344.59","","","","380.87","","","","EUR","Estimated","323","","Surplus","Final"
"24.09.2022 22:30 - 24.09.2022 23:00","324.44","","","","358.60","","","","EUR","Estimated","143","","Deficit","Final"
"24.09.2022 23:00 - 24.09.2022 23:30","299.22","","","","330.72","","","","EUR","Estimated","28","","Surplus","Final"
"24.09.2022 23:30 - 25.09.2022 00:00","299.22","","","","330.72","","","","EUR","Estimated","249","","Surplus","Final"
"25.09.2022 00:00 - 25.09.2022 00:30","363.60","","","","401.88","","","","EUR","Estimated","339","","Deficit","Final"
"25.09.2022 00:30 - 25.09.2022 01:00","255.23","","","","282.09","","","","EUR","Estimated","404","","Surplus","Final"
"25.09.2022 01:00 - 25.09.2022 01:30","324.67","","","","358.85","","","","EUR","Estimated","280","","Deficit","Final"
"25.09.2022 01:30 - 25.09.2022 02:00","339.60","","","","375.34","","","","EUR","Estimated","45","","Deficit","Final"
"25.09.2022 02:00 - 25.09.2022 02:30","280.35","","","","309.87","","","","EUR","Estimated","482","","Deficit","Final"
"25.09.2022 02:30 - 25.09.2022 03:00","280.00","","","","309.48","","","","EUR","Estimated","61","","Deficit","Final"
"25.09.2022 03:00 - 25.09.2022 03:30","266.29","","","","294.33","","","","EUR","Estimated","285","","Deficit","Final"
"25.09.2022 03:30 - 25.09.2022 04:00","285.48","","","","315.53","","","","EUR","Estimated","43","","Deficit","Final"
"25.09.2022 04:00 - 25.09.2022 04:30","334.32","","","","369.52","","","","EUR","Estimated","63","","Deficit","Final"
"25.09.2022 04:30 - 25.09.2022 05:00","184.68","","","","204.12","","","","EUR","Estimated","55","","Surplus","Final"
"25.09.2022 05:00 - 25.09.2022 05:30","376.10","","","","415.68","","","","EUR","Estimated","130","","Deficit","Final"
"25.09.2022 05:30 - 25.09.2022 06:00","325.14","","","","359.36","","","","EUR","Estimated","190","","Deficit","Final"
"25.09.2022 06:00 - 25.09.2022 06:30","352.19","","","","389.27","","","","EUR","Estimated","94","","Deficit","Final"
"25.09.2022 06:30 - 25.09.2022 07:00","322.92","","","","356.92","","","","EUR","Estimated","304","","Deficit","Final"
